ID,Gender,DOB,10percentage,10board,12graduation,12percentage,12board,CollegeID,CollegeTier,Degree,Specialization,collegeGPA,CollegeCityID,CollegeCityTier,CollegeState,GraduationYear,English,Logical,Quant,Domain,ComputerProgramming,Salary
877241,m,10-05-1992,95.54,state board,2010,90,state board,11973,1,B.Tech/B.E.,civil engineering,59,11973,1,Maharashtra,2014,465,610,530,0.255778194,355,345000
435229,m,07-07-1990,82,0,2007,53,0,11982,2,B.Tech/B.E.,mechanical engineering,71,11982,0,Orissa,2012,275,395,555,0.490636956,-1,320000
1089260,m,07-05-1990,67.7,state board,2007,56.3,state board,14029,2,B.Tech/B.E.,computer science & engineering,81.7,14029,0,Orissa,2013,360,565,570,0.911395278,575,450000
242972,m,03-07-1990,84.4,cbse,2007,82.2,cbse,55,2,B.Tech/B.E.,electronics and communication engineering,71.1,55,0,Uttar Pradesh,2011,554,605,525,0.538386893,-1,340000
606946,m,19-01-1992,91.68,state board,2009,69.16,state board,9159,2,B.Tech/B.E.,information technology,66,9159,1,Karnataka,2013,555,610,590,0.987207086,645,350000
64897,f,13-02-1988,80.64,0,2006,71.66,0,1070,2,B.Tech/B.E.,information technology,69.03,1070,1,Karnataka,2010,445,395,415,0.864685413,525,
625377,m,27-11-1991,90.8,cbse,2009,82.2,cbse,9019,2,B.Tech/B.E.,mechanical engineering,75,9019,0,Haryana,2013,580,545,530,0.755375121,-1,390000
326334,f,25-08-1990,74.6,stateboard,2008,83.75,stateboard,439,2,B.Tech/B.E.,computer engineering,,439,1,Tamil Nadu,2012,325,375,335,0.276047228,345,325000
813008,m,21-09-1992,69,state board,2010,76,state board,13388,2,B.Tech/B.E.,mechanical engineering,7.56,13388,0,Madhya Pradesh,2014,380,475,605,0.755375121,-1,180000
924485,m,19-11-1991,72,cbse,2009,54,cbse,429,2,B.Tech/B.E.,computer science & engineering,64,429,0,Uttar Pradesh,2014,335,535,400,0.486747008,395,145000
463002,m,23-07-1990,56,up,2006,65,up,7627,2,B.Tech/B.E.,electronics and communication engineering,67.2,7627,0,Uttar Pradesh,2013,495,464,554,0.824666401,-1,120000
203097,f,19-02-1990,84.3,"board ofsecondary education,ap",2007,95.8,"board of intermediate education,ap",1141,2,B.Tech/B.E.,computer engineering,78,1141,0,Andhra Pradesh,2011,515,585,525,0.635978756,445,420000
479885,m,03-05-1987,85,state board,2005,60.5,state board,4042,2,B.Tech/B.E.,electronics and electrical engineering,63.1,4042,0,Tamil Nadu,2012,305,355,415,0.229481755,185,130000
609211,f,17-07-1991,92.2,cbse,2009,81.8,cbse,285,1,B.Tech/B.E.,instrumentation and control engineering,85.5,285,0,Punjab,2013,580,655,750,0.694479328,435,700000
731810,m,27-07-1992,91.17,state board,2009,87.2,state board,8819,2,B.Tech/B.E.,information technology,68.5,8819,1,Telangana,2013,555,605,735,0.765673581,485,310000
1149902,m,23-03-1993,89.5,state board,2010,93.9,state board,2590,2,B.Tech/B.E.,computer science & engineering,75.67,2590,0,Andhra Pradesh,2014,535,625,645,0.622642916,595,145000
1101730,m,25-01-1992,,icse,2009,69,icse,2085,2,B.Tech/B.E.,computer science & engineering,70,2085,0,West Bengal,2013,650,545,620,0.744758354,545,370000
698109,m,12-09-1990,79.5,icse,2008,78,icse,6408,2,B.Tech/B.E.,electronics and communication engineering,81.3,6408,0,Uttar Pradesh,2013,570,520,445,0.538386893,-1,
595845,f,10-12-1991,94.8,icse,2010,93,icse,44,2,B.Tech/B.E.,information technology,,44,0,Uttar Pradesh,2014,650,555,500,0.765673581,485,340000
230211,m,15-07-1989,72,cbse,2007,69,cbse,35,1,B.Tech/B.E.,electronics and electrical engineering,70,35,1,Delhi,2011,555,365,565,0.008154775,-1,120000
687289,f,18-12-1991,66.2,cbse,2009,65.4,cbse,7770,2,B.Tech/B.E.,information technology,74.68,7770,0,Madhya Pradesh,2013,555,554,565,0.488347977,405,300000
192948,f,26-04-1989,95.4,cbse,2007,93.2,cbse,893,2,B.Tech/B.E.,computer engineering,79.7,893,0,Uttar Pradesh,2011,585,625,615,0.983749967,635,500000
1023622,m,01-03-1993,88.6,state board,2010,92,state board,14342,2,B.Tech/B.E.,computer science & engineering,73,14342,0,Andhra Pradesh,2014,875,510,500,0.744758354,485,305000
271036,m,25-08-1988,88.64,karnataka board,2006,65.16,karnataka board,1629,2,B.Tech/B.E.,computer engineering,74.81,1629,1,Karnataka,2011,435,485,465,0.864685413,525,530000
820734,m,07-12-1992,68,state board,2010,56,state board,1129,2,B.Tech/B.E.,electrical engineering,68.4,1129,0,Rajasthan,2014,500,350,400,0.557389506,315,240000
449899,m,12-09-1990,79,up board,2007,83.4,up board,4439,2,B.Tech/B.E.,computer engineering,73.3,4439,0,Uttar Pradesh,2012,425,515,595,0.600057182,435,150000
121509,f,27-05-1989,84.6,0,2006,81,0,1294,2,B.Tech/B.E.,electronics and communication engineering,73.9,1294,0,Tamil Nadu,2010,435,525,475,0.824666401,345,520000
1115290,m,15-07-1991,72,cbse,2009,60,cbse,221,2,B.Tech/B.E.,electronics engineering,62.5,221,0,Maharashtra,2013,560,370,370,0.649389715,-1,110000
651807,m,31-07-1991,84,icse,2009,87,icse,3356,2,B.Tech/B.E.,computer science & engineering,,3356,1,Karnataka,2013,780,630,650,0.735795709,475,600000
619423,m,03-06-1992,79.2,state board,2009,89.33,state board,9099,2,B.Tech/B.E.,electrical engineering,77,9099,0,Tamil Nadu,2013,380,400,470,0.610611988,395,40000
1081706,m,26-08-1992,78.2,cbse,2010,86.8,"board of intermediate education, ap",4752,2,B.Tech/B.E.,electronics & telecommunications,70,4752,0,Andhra Pradesh,2014,665,655,680,0.649389715,-1,570000
990494,f,01-07-1992,86,state board,2010,88,state board,11788,2,B.Tech/B.E.,computer science and technology,73,11788,0,Andhra Pradesh,2014,405,350,310,0.144789889,355,220000
274016,m,02-06-1990,68.5,board of secondary education,2007,85.2,board of intermediate education,7077,2,B.Tech/B.E.,information technology,73.4,7077,0,Andhra Pradesh,2011,575,425,425,0.843123727,515,290000
1242036,m,05-12-1991,84,cbse,2009,84,cbse,6545,2,B.Tech/B.E.,computer science & engineering,67,6545,0,Uttar Pradesh,2014,665,530,560,0.953899775,535,320000
1023314,m,16-06-1993,86.5,state board,2010,91,state board,14342,2,B.Tech/B.E.,electronics and communication engineering,72.85,14342,0,Andhra Pradesh,2014,465,540,485,-1,375,180000
988732,m,10-01-1993,68,state board,2009,65.6,state board,137,2,B.Tech/B.E.,computer science & engineering,63.33,137,0,Uttar Pradesh,2014,420,530,380,0.622642916,485,95000
1045712,m,01-07-1990,65.17,state board,2008,66.2,state board,8159,2,B.Tech/B.E.,information technology,74.78,8159,0,Uttar Pradesh,2013,510,595,605,0.911395278,545,95000
642720,m,09-02-1989,,state board,2006,58,state board,6874,2,MCA,computer application,68,6874,0,Uttarakhand,2013,335,450,650,0.843123727,515,240000
30142,m,07-10-1986,76,icse,2004,78,icse,350,2,B.Tech/B.E.,mechanical engineering,64.25,350,0,Uttar Pradesh,2010,545,445,535,-1,335,
211252,m,23-07-1988,83,ssc,2005,88,board of intermediate,495,2,MCA,computer application,,495,1,Telangana,2011,535,505,515,0.987207086,645,495000
353081,m,31-10-1989,75.3,matric board,2008,73.6,state board,9481,2,B.Tech/B.E.,information technology,65.6,9481,0,Tamil Nadu,2012,615,535,495,0.704090412,465,355000
827501,m,17-06-1992,86.2,cbse,2010,82,cbse,47,1,B.Tech/B.E.,electronics and electrical engineering,78.9,47,1,Delhi,2014,640,535,545,0.557389506,385,300000
1193792,m,10-10-1990,80,state board,2008,79.3,state board,4562,2,B.Tech/B.E.,computer science & engineering,65.7,4562,0,Telangana,2012,570,675,485,0.23780284,515,200000
794209,m,09-03-1992,85.2,icse,2010,81.5,icse,8350,2,B.Tech/B.E.,computer science & engineering,57.64,8350,0,Uttar Pradesh,2014,545,385,485,0.600057182,435,400000
1201536,m,14-07-1991,89.9,state board,2009,84.5,state board,8524,2,B.Tech/B.E.,electronics and communication engineering,68,8524,0,Karnataka,2013,675,485,485,-1,455,360000
664758,f,11-02-1989,73,cbse,2006,74,cbse,13478,2,MCA,computer application,78,13478,0,Haryana,2013,285,560,545,0.81941653,505,300000
358114,f,07-12-1990,81.4,cbse,2008,83.6,cbse,167,2,B.Tech/B.E.,information technology,73,167,0,Haryana,2012,505,515,515,0.635978756,445,450000
1098954,m,01-12-1989,84.93,state board,2008,81.5,state board,11603,2,B.Tech/B.E.,information technology,65.18,11603,0,Maharashtra,2012,640,520,465,-1,-1,
530601,m,03-11-1990,92.3,cbse,2009,87.4,cbse,11759,2,B.Tech/B.E.,information technology,81.89,11759,0,Uttarakhand,2013,345,470,485,0.600057182,435,290000
229508,m,06-03-1990,83,national public school,2007,90,jawahar higher secondary school,1245,2,B.Tech/B.E.,electronics and communication engineering,68,1245,1,Tamil Nadu,2011,505,425,465,0.538386893,-1,280000
921123,f,11-07-1993,90.76,state board,2010,92.5,state board,6196,2,B.Tech/B.E.,information technology,75.5,6196,0,Maharashtra,2014,570,475,590,0.842248322,535,325000
1095283,m,16-04-1992,84,state board,2009,86,state board,13024,2,B.Tech/B.E.,electronics and communication engineering,65.59,13024,0,Andhra Pradesh,2013,560,595,680,0.155908503,385,335000
811379,m,21-05-1992,73.6,cbse,2009,78.3,cbse,47,1,B.Tech/B.E.,electronics and communication engineering,74.4,47,1,Delhi,2014,605,570,620,0.338786347,505,325000
624224,m,10-05-1991,82.6,cbse,2009,76,cbse,5815,2,B.Tech/B.E.,information technology,69.43,5815,0,Madhya Pradesh,2013,370,385,385,0.765673581,485,300000
1289956,m,09-02-1993,80.4,state board,2010,60.2,state board,6851,2,B.Tech/B.E.,electronics and communication engineering,81,6851,0,West Bengal,2014,370,335,565,0.649389715,625,210000
282180,m,18-07-1987,67.7,up board,2005,78.2,up board,4439,2,B.Tech/B.E.,information technology,71,4439,0,Uttar Pradesh,2011,515,475,485,0.765673581,485,500000
919418,m,02-04-1992,81,cbse,2010,68,cbse,7376,2,B.Tech/B.E.,computer science & engineering,63.4,7376,0,Uttar Pradesh,2014,570,435,265,0.744758354,365,180000
742427,f,18-11-1992,91.33,state board,2009,94.7,state board,5931,2,B.Tech/B.E.,electronics and communication engineering,81.11,5931,0,Andhra Pradesh,2013,475,425,515,0.868736585,445,300000
514215,m,03-05-1992,,maharashtra state board,2009,83,maharashtra state board,231,2,B.Tech/B.E.,electronics & telecommunications,64.86,231,0,Maharashtra,2013,300,470,575,0.229481755,-1,335000
632512,m,22-09-1992,88,cbse,2009,83,cbse,9737,2,B.Tech/B.E.,electronics and communication engineering,72,9737,0,Uttar Pradesh,2013,625,555,590,0.0587928,345,
224757,f,14-10-1989,91.8,0,2008,87.66,0,8099,2,B.Tech/B.E.,electronics and communication engineering,,8099,0,Karnataka,2011,625,515,565,0.538386893,-1,400000
1251221,m,01-04-1992,57,state board,2008,69.6,state board,485,2,B.Tech/B.E.,computer science & engineering,61.06,485,0,Uttar Pradesh,2013,510,530,510,0.486747008,475,210000
47476,f,10-06-1988,94.7,cbse,2006,94.7,state board,434,2,B.Tech/B.E.,electronics and communication engineering,67,434,1,Tamil Nadu,2010,525,585,535,0.824666401,-1,205000
123610,m,10-05-1988,77.2,mhsbse,2007,72.46,msbte,1277,2,B.Tech/B.E.,industrial & production engineering,62,1277,1,Maharashtra,2011,395,365,305,0.304510914,315,200000
317627,m,23-05-1988,78.4,cbse,2005,61.8,cbse,110,2,B.Tech/B.E.,electronics and communication engineering,62.6,110,0,Haryana,2010,525,465,645,0.376059587,-1,180000
63890,f,06-12-1984,78.5,"hse,orissa",2006,71,"scte and vt ,orissa",11013,2,B.Tech/B.E.,electronics & telecommunications,75,11013,0,Orissa,2010,305,365,525,0.824666401,365,610000
644505,m,08-01-1992,91.6,state board,2009,86.6,state board,13371,2,B.Tech/B.E.,computer science & engineering,85.6,13371,0,Union Territory,2013,500,570,545,0.884122512,535,200000
350244,f,30-01-1992,84.8,cbse,2008,78,cbse,9019,2,B.Tech/B.E.,computer engineering,78,9019,0,Haryana,2012,585,595,675,0.884122512,535,400000
113192,m,20-02-1989,86.8,cbse,2005,62,cbse,1015,2,B.Tech/B.E.,computer engineering,71.9,1015,0,Rajasthan,2010,765,605,555,0.735795709,475,
1240608,m,25-07-1992,84,cbse,2011,77,cbse,14363,2,B.Tech/B.E.,computer science & engineering,73.08,14363,0,Punjab,2015,605,425,320,0.450876584,395,405000
963123,m,28-06-1993,88,state board,2010,90,state board,9173,2,B.Tech/B.E.,computer science & engineering,,9173,1,Telangana,2014,625,555,630,0.356536488,475,335000
1131892,m,07-08-1990,74,state board,2009,81,state board,3668,2,B.Tech/B.E.,computer science & engineering,71.64,3668,0,Chhattisgarh,2013,360,460,270,0.978799293,415,95000
745677,f,06-12-1991,74,cbse,2009,62,cbse,3158,2,B.Tech/B.E.,electronics and communication engineering,71,3158,1,Telangana,2013,465,450,295,0.538386893,375,205000
182616,m,26-09-1990,54,cbse,2007,53,cbse,429,2,B.Tech/B.E.,information technology,73,429,0,Uttar Pradesh,2011,475,495,575,0.563267824,425,275000
298494,m,09-05-1990,75.36,kseeb,2007,60.16,pu board,2963,2,B.Tech/B.E.,electronics and communication engineering,57.81,2963,0,Karnataka,2011,375,445,335,0.376059587,-1,280000
614047,m,02-06-1993,79,cbse,2010,79.4,cbse,272,2,B.Tech/B.E.,mechanical engineering,68.58,272,0,Punjab,2014,510,560,720,0.45901584,355,115000
753317,m,09-06-1992,85,state board,2009,88.3,state board,11000,2,B.Tech/B.E.,electronics and communication engineering,75.52,11000,1,Telangana,2013,545,655,445,0.338786347,385,335000
65707,m,03-10-1988,84.16,0,2006,80.4,0,1648,2,B.Tech/B.E.,electronics & telecommunications,63.6,1648,1,Karnataka,2010,535,475,415,0.0587928,365,630000
837421,f,01-09-1993,71.3,state board,2010,79.2,state board,11368,2,B.Tech/B.E.,computer science & engineering,80.05,11368,0,Uttar Pradesh,2014,465,475,650,0.23780284,475,305000
1035858,m,01-04-1992,,state board,2009,83.34,state board,215,2,B.Tech/B.E.,computer science & engineering,58.8,215,1,Maharashtra,2013,605,510,605,0.978799293,495,490000
1265819,m,24-07-1992,82,state board,2009,79.23,state board,5050,2,B.Tech/B.E.,electronics and communication engineering,70,5050,0,Rajasthan,2013,605,565,645,-1,545,240000
829759,m,07-06-1991,74,state board,2010,50,state board,462,2,B.Tech/B.E.,mechatronics,,462,1,Karnataka,2014,440,375,470,0.45901584,-1,215000
913446,m,24-12-1992,77.8,state board,2010,85.4,state board,15022,1,B.Tech/B.E.,computer science & engineering,63,15022,0,Tamil Nadu,2014,720,570,515,0.744758354,495,370000
1149020,f,15-12-1991,72.45,state board,2009,73.63,state board,451,2,B.Tech/B.E.,electronics and communication engineering,66.45,451,1,Tamil Nadu,2013,615,460,310,-1,455,300000
898265,m,16-12-1991,80,cbse,2010,83.6,cbse,66,2,B.Tech/B.E.,computer science & engineering,71.36,66,0,Uttar Pradesh,2014,625,560,635,0.953899775,535,350000
640413,m,11-10-1990,66,cbse,2009,63.4,cbse,2097,2,B.Tech/B.E.,computer engineering,70.7,2097,0,Uttar Pradesh,2013,570,595,530,0.488347977,405,180000
435465,f,19-07-1990,88,0,2007,96,0,492,2,B.Tech/B.E.,electronics & instrumentation eng,62,492,1,Telangana,2011,475,385,405,-1,275,200000
959934,m,05-01-1990,78.6,icse,2008,64.8,cbse,7255,2,B.Tech/B.E.,information technology,63.7,7255,0,Haryana,2014,615,520,535,0.744758354,455,145000
105067,m,01-06-1987,77.2,cbse,2005,72.2,cbse,982,2,B.Tech/B.E.,electronics & telecommunications,63,982,1,Rajasthan,2010,445,235,555,0.694479328,455,120000
1148338,m,03-12-1991,67,cbse,2009,65,cbse,1263,2,B.Tech/B.E.,electronics and electrical engineering,62,1263,1,Tamil Nadu,2013,430,545,535,-1,435,325000
434862,f,14-04-1991,84,0,2008,94,0,11352,2,B.Tech/B.E.,computer engineering,82.24,11352,1,Tamil Nadu,2012,565,505,515,0.901489571,545,360000
258714,m,11-08-1989,85.5,0,2006,81.1,0,4103,2,B.Tech/B.E.,information technology,,4103,0,Telangana,2010,365,495,485,0.793580615,495,180000
315763,m,28-12-1989,67,state board,2005,77,state board,7827,2,B.Tech/B.E.,information technology,76,7827,0,Uttar Pradesh,2011,545,554,435,0.486747008,465,550000
267786,f,27-11-1985,78,karnataka sslc board bangalore,2004,50.5,karnataka secondary education board,462,2,MCA,computer application,78,462,1,Karnataka,2011,525,495,465,0.670743151,455,500000
513309,m,29-04-1990,78.2,cbse,2007,80.6,cbse,11825,2,B.Tech/B.E.,computer engineering,71.72,11825,0,Uttar Pradesh,2012,450,450,705,0.765673581,485,415000
911962,m,24-09-1991,90.4,cbse,2010,82.6,cbse,51,2,B.Tech/B.E.,information technology,75.8,51,0,Uttar Pradesh,2014,615,520,695,0.864685413,525,400000
416501,m,18-01-1990,87.2,cbse,2008,77.8,cbse,51,2,B.Tech/B.E.,electronics and communication engineering,69.48,51,0,Uttar Pradesh,2012,585,605,735,0.376059587,-1,360000
924141,m,05-10-1992,85,cbse,2010,79,cbse,830,2,B.Tech/B.E.,information technology,71,830,1,Tamil Nadu,2014,660,535,500,0.622642916,455,200000
1202817,m,11-10-1991,84,icse,2009,81,state board,1914,2,B.Tech/B.E.,mechanical engineering,67,1914,1,Telangana,2013,640,395,310,0.328746379,405,275000
145701,m,16-12-1988,83.67,cbse,2006,73.67,cbse,1599,2,B.Tech/B.E.,electronics and communication engineering,72.7,1599,0,Meghalaya,2010,645,495,615,0.538386893,375,900000
305068,f,05-08-1989,,cbse,2007,69,cbse,5232,2,B.Tech/B.E.,electronics and communication engineering,63,5232,0,Haryana,2011,405,355,515,0.538386893,-1,120000
1223805,m,30-01-1993,89,state board,2010,90,state board,2485,2,B.Tech/B.E.,computer science & engineering,74,2485,1,Telangana,2014,535,615,620,0.998876108,475,
905220,m,09-07-1992,86.8,cbse,2010,83.6,cbse,6290,1,B.Tech/B.E.,information technology,,6290,0,Himachal Pradesh,2014,685,645,545,0.911395278,525,315000
1008888,m,03-02-1993,71,state board,2010,74.4,state board,17933,2,B.Tech/B.E.,information technology,72,17933,0,Uttar Pradesh,2014,350,530,415,0.276047228,345,120000
806636,m,20-05-1992,82.2,cbse,2010,69.8,cbse,11759,2,B.Tech/B.E.,electronics and communication engineering,62.2,11759,0,Uttarakhand,2014,520,560,650,0.20739217,-1,240000
213053,m,16-04-1990,86.9,0,2007,91.7,0,9184,2,B.Tech/B.E.,computer engineering,67,9184,1,Telangana,2011,485,505,595,0.377551419,375,350000
112994,m,10-10-1988,79,cbse,2006,76.6,cbse,996,2,B.Tech/B.E.,information technology,77.85,996,1,Rajasthan,2010,635,495,495,0.670743151,455,470000
285832,f,10-04-1988,84.8,mp board bhopal,2006,78.66,mp board bhopal,974,2,B.Tech/B.E.,computer engineering,69.47,974,0,Maharashtra,2011,435,565,455,0.24545566,335,420000
1029602,m,08-11-1992,88.1,state board,2009,88.1,state board,8218,2,B.Tech/B.E.,electronics and electrical engineering,62.57,8218,0,Telangana,2013,560,510,520,0.423951396,385,345000
78381,m,27-06-1989,79.4,0,2007,86,0,182,2,B.Tech/B.E.,electronics and communication engineering,74.5,182,1,Karnataka,2011,515,345,545,0.229481755,355,530000
1015635,m,02-05-1992,82.6,cbse,2010,86.6,cbse,17208,2,B.Tech/B.E.,instrumentation and control engineering,74.24,17208,1,Delhi,2014,475,485,355,0.493596387,485,
1289938,m,05-02-1992,71.8,cbse,2009,73,cbse,4979,2,B.Tech/B.E.,computer science & engineering,76,4979,0,West Bengal,2014,630,605,545,0.486747008,525,345000
637467,m,09-07-1992,87.88,state board,2009,89,state board,8930,2,B.Tech/B.E.,computer science & engineering,76.6,8930,1,Telangana,2013,510,460,680,0.930370607,565,360000
359807,m,23-12-1988,69.5,rajasthan board,2006,72,rajasthan board,8641,2,MCA,computer application,68.15,8641,1,Maharashtra,2012,515,465,495,0.952245573,585,240000
982693,m,06-11-1992,70,cbse,2010,65,cbse,387,2,B.Tech/B.E.,computer science & engineering,71,387,0,Uttar Pradesh,2014,420,485,415,0.276047228,345,240000
229944,m,25-09-1989,72.4,0,2007,73.4,0,568,2,B.Tech/B.E.,information technology,68.25,568,0,Uttar Pradesh,2011,485,625,655,0.81941653,505,520000
1152429,m,08-05-1989,70,state board,2007,56,state board,1995,2,B.Tech/B.E.,computer science & engineering,54,1995,1,Maharashtra,2013,615,580,405,0.842248322,515,340000
216686,m,14-06-1988,83.4,cbse,2007,78.6,cbse,4501,2,B.Tech/B.E.,electronics and electrical engineering,71.2,4501,0,Uttar Pradesh,2011,554,505,545,0.229481755,265,410000
555599,f,20-07-1991,96.48,state board,2009,82,state board,1866,2,B.Tech/B.E.,computer engineering,76,1866,1,Karnataka,2013,590,525,575,0.81941653,505,550000
60260,m,25-03-1988,65,icse board,2006,66,isc board,501,2,B.Tech/B.E.,information technology,64,501,0,Uttar Pradesh,2010,515,565,554,0.600057182,435,450000
1015299,f,17-09-1991,75,icse,2010,66.8,cbse,7827,2,B.Tech/B.E.,electronics and communication engineering,68.5,7827,0,Uttar Pradesh,2014,370,470,260,0.053160305,385,200000
1063224,m,12-08-1992,,state board,2010,89.5,state board,3931,2,B.Tech/B.E.,mechanical engineering,75.86,3931,0,Andhra Pradesh,2014,570,445,405,0.725984148,325,105000
309911,f,22-01-1989,73.83,rbse,2005,72,rbse,5050,2,MCA,computer application,72,5050,0,Rajasthan,2011,485,375,445,0.488347977,405,
1202783,f,01-01-1993,91.8,state board,2010,94.9,state board,16211,2,B.Tech/B.E.,computer science & engineering,,16211,0,Andhra Pradesh,2014,580,555,405,0.144789889,465,275000
595052,m,20-03-1991,75.46,0,2008,75.5,0,1881,2,B.Tech/B.E.,electronics & telecommunications,60.99,1881,0,Maharashtra,2012,360,495,500,0.910770164,-1,205000
670536,m,11-01-1991,75.4,cbse,2009,76.6,cbse,10971,2,B.Tech/B.E.,computer science & engineering,66.12,10971,0,Uttar Pradesh,2013,440,545,605,0.735795709,475,360000
204592,f,13-08-1988,71,0,2005,74,0,2756,1,M.Tech./M.E.,computer engineering,88,2756,0,Uttar Pradesh,2011,505,385,475,0.843123727,515,450000
716346,m,05-09-1990,70.6,cbse,2007,81.6,cbse,6688,2,B.Tech/B.E.,information technology,81.8,6688,1,Tamil Nadu,2012,675,545,680,0.843123727,515,500000
246938,m,30-05-1988,77,0,2005,52,0,6570,2,MCA,computer application,75.5,6570,0,Orissa,2011,495,435,465,0.968237496,605,640000
847006,m,27-12-1988,64.57,bseb,2005,49.67,biec,14532,2,MCA,computer application,81.48,14532,0,Tamil Nadu,2013,380,560,455,0.486747008,565,95000
348134,m,13-12-1990,91.6,ssc,2008,91.6,intermediate board of andhra pardesh,3666,2,B.Tech/B.E.,information technology,73.7,3666,0,Andhra Pradesh,2012,495,545,565,0.735795709,475,410000
745903,m,21-03-1991,89.5,state board,2009,92.2,bie,9164,2,B.Tech/B.E.,computer science & engineering,75.12,9164,1,Telangana,2013,545,580,795,0.942116551,575,
577498,m,04-04-1991,75.2,state board,2009,84.6,state board,7376,2,B.Tech/B.E.,mechanical engineering,68.8,7376,0,Uttar Pradesh,2013,415,545,545,0.654107475,-1,295000
668714,m,11-10-1990,70.8,cbse,2008,73,cbse,8934,2,B.Tech/B.E.,computer science & engineering,,8934,0,Haryana,2012,370,645,695,0.952245573,585,220000
283452,m,14-08-1988,86.4,cbse,2005,79.8,cbse,2097,2,B.Tech/B.E.,computer engineering,81.9,2097,0,Uttar Pradesh,2011,565,585,655,0.916869961,555,445000
340172,m,06-07-1992,65.17,uttar pradesh board,2009,70.2,uttar pradesh board,10932,2,B.Tech/B.E.,computer science & engineering,65.66,10932,0,Uttar Pradesh,2013,335,395,455,0.525922584,415,180000
633333,m,11-11-1991,72.5,up board,2009,73,up board,1982,2,B.Tech/B.E.,electronics and communication engineering,72.54,1982,0,Uttar Pradesh,2013,250,510,485,0.124502074,445,165000
520055,f,05-06-1991,87,0,2008,91.5,0,953,2,B.Tech/B.E.,computer engineering,77.8,953,1,Telangana,2012,615,520,500,0.968237496,605,350000
600992,m,30-05-1987,94.4,jawahar navodaya vidyalaya,2006,65.9,science college,4889,2,B.Tech/B.E.,computer engineering,81.8,4889,1,Tamil Nadu,2012,510,555,825,0.704090412,465,240000
326089,m,26-12-1990,83,state board,2008,80.1,state board,439,2,B.Tech/B.E.,electronics and communication engineering,77.5,439,1,Tamil Nadu,2012,465,545,415,0.910770164,375,395000
345996,m,30-01-1990,83.6,"dav public school,hehal",2007,74.8,"dav public school,hehal",6659,2,B.Tech/B.E.,computer engineering,88.6,6659,1,Tamil Nadu,2012,645,615,445,0.81941653,505,400000
896540,m,01-03-1992,72,cbse,2009,67,cbse,1115,2,B.Tech/B.E.,computer science & engineering,57.5,1115,1,Karnataka,2013,520,570,515,0.842248322,525,400000
279695,m,10-02-1990,,cbse,2007,75.9,cbse,72,2,B.Tech/B.E.,computer engineering,69.72,72,0,Uttar Pradesh,2011,655,485,605,0.793580615,495,400000
439791,m,15-07-1990,76.8,0,2008,67.2,0,83,2,B.Tech/B.E.,information technology,60.08,83,0,Uttar Pradesh,2012,525,365,565,0.635978756,445,
1095056,f,20-09-1991,81.7,cbse,2009,77.4,cbse,9404,2,B.Tech/B.E.,computer science & engineering,,9404,0,Haryana,2013,535,435,390,0.486747008,475,140000
604995,f,05-05-1990,87,cbse,2008,60,nios,272,2,B.Tech/B.E.,computer science & engineering,77.22,272,0,Punjab,2013,520,620,470,0.744758354,505,300000
114636,m,04-02-1988,72.4,cbse,2006,73.6,cbse,3971,2,B.Tech/B.E.,computer engineering,71.54,3971,1,Kerala,2010,575,545,505,0.990008757,655,560000
676000,m,31-07-1991,81.2,cbse,2008,75.4,cbse,2795,1,B.Tech/B.E.,computer engineering,74.1,2795,0,Madhya Pradesh,2013,495,595,625,0.911395278,685,335000
340877,f,14-09-1991,70,0,2007,65,0,12,2,B.Tech/B.E.,information technology,78,12,1,Delhi,2012,495,545,445,0.864685413,525,470000
662921,m,12-02-1990,77,state board,2007,66.8,state board,9072,2,B.Tech/B.E.,electronics and electrical engineering,78,9072,0,Orissa,2013,465,525,645,0.783303537,275,325000
295111,m,31-01-1990,69,0,2008,71,0,6182,2,B.Tech/B.E.,electronics & telecommunications,55.45,6182,0,Maharashtra,2011,365,495,375,0.0587928,-1,265000
595896,m,03-10-1992,93,cbse,2010,84.4,cbse,44,2,B.Tech/B.E.,information technology,67.44,44,0,Uttar Pradesh,2014,570,545,650,0.670743151,455,120000
290605,m,14-02-1989,71.2,cbse,2007,60,"board of technicaleducation ,delhi",1129,2,B.Tech/B.E.,electronics and communication engineering,50,1129,0,Rajasthan,2011,445,445,465,0.0587928,-1,180000
614179,m,01-07-1993,78.8,cbse,2010,80,cbse,272,2,B.Tech/B.E.,mechanical engineering,70.02,272,0,Punjab,2014,650,535,635,-1,-1,180000
656354,m,25-07-1992,86.16,state board,2009,89,state board,8888,2,B.Tech/B.E.,computer science & engineering,,8888,0,Tamil Nadu,2013,605,425,355,0.670743151,455,365000
52752,m,25-10-1988,83.46,"maharashtra board, pune",2006,74,"maharashtra board, pune",13372,2,M.Tech./M.E.,computer engineering,83.2,13372,0,Rajasthan,2013,545,555,554,0.994050872,675,650000
941795,m,22-12-1990,51.42,state board,2007,55.44,state board,272,2,MCA,computer application,67,272,0,Punjab,2014,345,470,400,0.486747008,455,120000
99750,f,31-10-1988,78.8,0,2006,88.9,0,4809,2,B.Tech/B.E.,electronics & telecommunications,65.8,4809,1,Telangana,2010,455,455,585,0.376059587,355,120000
223212,m,01-06-1987,77.5,0,2005,86,0,3395,1,MCA,computer application,67.4,3395,0,West Bengal,2011,345,455,435,0.600057182,435,650000
